File Updated: 2022-08-15T04:14:39Z, using USNO ser7 finals.data file of Aug  14                   
MJD	x(arc sec)	x error		y(arc sec)	y error		UT1-UTC(s)	UT error	qual
41317	+0.061000	0.002000	+0.051000	0.002000	-0.043200	0.000200	f
41318	+0.058000	0.002000	+0.049000	0.002000	-0.046100	0.000200	f
41319	+0.055000	0.002000	+0.048000	0.002000	-0.049000	0.000200	f
41320	+0.052000	0.002000	+0.047000	0.002000	-0.052000	0.000200	f
41321	+0.048000	0.002000	+0.045000	0.002000	-0.054900	0.000200	f
41322	+0.045000	0.002000	+0.044000	0.002000	-0.057900	0.000200	f
41323	+0.042000	0.002000	+0.043000	0.002000	-0.060800	0.000200	f
41324	+0.039000	0.002000	+0.042000	0.002000	-0.063800	0.000200	f
41325	+0.035000	0.002000	+0.040000	0.002000	-0.066900	0.000200	f
41326	+0.032000	0.002000	+0.039000	0.002000	-0.070000	0.000200	f
41327	+0.029000	0.002000	+0.038000	0.002000	-0.073100	0.000200	f
41328	+0.025000	0.002000	+0.036000	0.002000	-0.076200	0.000200	f
41329	+0.022000	0.002000	+0.035000	0.002000	-0.079300	0.000200	f
41330	+0.018000	0.002000	+0.034000	0.002000	-0.082400	0.000200	f
41331	+0.015000	0.002000	+0.033000	0.002000	-0.085500	0.000200	f
41332	+0.011000	0.002000	+0.032000	0.002000	-0.088700	0.000200	f
41333	+0.008000	0.002000	+0.031000	0.002000	-0.091800	0.000200	f
41334	+0.004000	0.002000	+0.031000	0.002000	-0.094900	0.000200	f
41335	+0.000000	0.002000	+0.030000	0.002000	-0.098000	0.000200	f
41336	-0.003000	0.002000	+0.029000	0.002000	-0.101100	0.000200	f
41337	-0.007000	0.002000	+0.028000	0.002000	-0.104300	0.000200	f
41338	-0.010000	0.002000	+0.027000	0.002000	-0.107400	0.000200	f
41339	-0.014000	0.002000	+0.026000	0.002000	-0.110500	0.000200	f
41340	-0.018000	0.002000	+0.026000	0.002000	-0.113700	0.000200	f
41341	-0.022000	0.002000	+0.026000	0.002000	-0.116800	0.000200	f
41342	-0.025000	0.002000	+0.026000	0.002000	-0.120000	0.000200	f
41343	-0.029000	0.002000	+0.026000	0.002000	-0.123100	0.000200	f
41344	-0.033000	0.002000	+0.027000	0.002000	-0.126300	0.000200	f
41345	-0.037000	0.002000	+0.027000	0.002000	-0.129500	0.000200	f
41346	-0.041000	0.002000	+0.027000	0.002000	-0.132700	0.000200	f
41347	-0.044000	0.002000	+0.027000	0.002000	-0.136000	0.000200	f
41348	-0.048000	0.002000	+0.027000	0.002000	-0.139200	0.000200	f
41349	-0.052000	0.002000	+0.027000	0.002000	-0.142400	0.000200	f
41350	-0.055000	0.002000	+0.028000	0.002000	-0.145800	0.000200	f
41351	-0.058000	0.002000	+0.028000	0.002000	-0.149200	0.000200	f
41352	-0.061000	0.002000	+0.029000	0.002000	-0.152500	0.000200	f
41353	-0.064000	0.002000	+0.030000	0.002000	-0.155900	0.000200	f
41354	-0.068000	0.002000	+0.031000	0.002000	-0.159300	0.000200	f
41355	-0.071000	0.002000	+0.031000	0.002000	-0.162800	0.000200	f
41356	-0.074000	0.002000	+0.032000	0.002000	-0.166400	0.000200	f
41357	-0.077000	0.002000	+0.033000	0.002000	-0.169900	0.000200	f
41358	-0.080000	0.002000	+0.033000	0.002000	-0.173500	0.000200	f
41359	-0.083000	0.002000	+0.034000	0.002000	-0.177000	0.000200	f
41360	-0.085000	0.002000	+0.036000	0.002000	-0.180500	0.000200	f
41361	-0.088000	0.002000	+0.037000	0.002000	-0.184000	0.000200	f
41362	-0.090000	0.002000	+0.039000	0.002000	-0.187400	0.000200	f
41363	-0.093000	0.002000	+0.040000	0.002000	-0.190900	0.000200	f
41364	-0.095000	0.002000	+0.042000	0.002000	-0.194400	0.000200	f
41365	-0.097000	0.002000	+0.044000	0.002000	-0.197700	0.000200	f
41366	-0.100000	0.002000	+0.045000	0.002000	-0.200900	0.000200	f
41367	-0.102000	0.002000	+0.047000	0.002000	-0.204200	0.000200	f
41368	-0.105000	0.002000	+0.048000	0.002000	-0.207400	0.000200	f
41369	-0.107000	0.002000	+0.050000	0.002000	-0.210700	0.000200	f
41370	-0.109000	0.002000	+0.052000	0.002000	-0.214000	0.000200	f
41371	-0.111000	0.002000	+0.055000	0.002000	-0.217300	0.000200	f
41372	-0.113000	0.002000	+0.057000	0.002000	-0.220600	0.000200	f
41373	-0.115000	0.002000	+0.060000	0.002000	-0.223900	0.000200	f
41374	-0.117000	0.002000	+0.062000	0.002000	-0.227200	0.000200	f
41375	-0.119000	0.002000	+0.064000	0.002000	-0.230600	0.000200	f
41376	-0.121000	0.002000	+0.067000	0.002000	-0.233900	0.000200	f
41377	-0.123000	0.002000	+0.069000	0.002000	-0.237300	0.000200	f
41378	-0.125000	0.002000	+0.072000	0.002000	-0.240600	0.000200	f
41379	-0.127000	0.002000	+0.074000	0.002000	-0.244000	0.000200	f
41380	-0.129000	0.002000	+0.077000	0.002000	-0.247400	0.000200	f
